Rent,Bedrooms,Sq.Mt,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semidetached,Bedrooms / Sq.Mt,Elevator x Penthouse,Bedrooms x Duplex,Outer x Penthouse,Outer x Duplex,District_barajas,District_carabanchel,District_centro,District_chamartin,District_chamberi,District_ciudad lineal,District_fuencarral,District_hortaleza,District_latina,District_moncloa,District_moratalaz,District_puente vallecas,District_retiro,District_salamanca,District_san blas,District_tetuan,District_usera,District_vicalvaro,District_villa de vallecas,Prediction
945,1,90,0.0,1,1,0,0,0,0,0.011111111111111112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,895.3273
1350,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.6870000000001
3500,3,120,4.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2495.5559000000003
3500,5,322,3.0,1,1,0,0,0,0,0.015527950310559006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4535.6141
1800,0,175,8.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2278.1567999999997
3200,3,200,2.0,1,1,0,0,0,0,0.015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815.3703
3500,4,220,4.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3527.8359
1336,1,63,2.0,1,1,0,0,0,0,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,851.1188000000001
1500,3,100,8.0,1,1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1503.9468000000002
2000,4,89,4.0,1,1,0,0,0,0,0.0449438202247191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1209.8064000000002
4300,0,300,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4398.8073
1480,3,126,5.0,0,1,0,0,0,0,0.023809523809523808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943.5120000000002
1700,0,80,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770.8908000000001
3500,4,190,5.0,1,1,0,0,0,0,0.021052631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2297.5566
850,1,60,3.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,865.2978
850,1,50,3.0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.6612
900,1,55,2.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.3786
1000,1,51,0.0,0,1,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034.3561
1550,0,60,1.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.8452000000002
2600,2,70,3.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.368
1200,4,120,3.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1484.6658
3500,5,220,17.0,1,1,0,0,0,0,0.022727272727272728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667.0605
5000,4,355,2.0,1,1,0,0,0,0,0.011267605633802818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4831.119100000001
950,1,57,5.0,1,1,0,0,1,0,0.017543859649122806,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,924.6242000000001
3750,5,420,0.0,1,0,0,1,0,0,0.011904761904761904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4446.0635999999995
850,1,52,1.0,1,1,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,692.4206
1300,2,70,2.0,0,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.7841
1250,2,70,3.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1749.8975
2500,2,122,2.0,1,1,0,0,0,0,0.01639344262295082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.1919
2200,2,100,2.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841.9046000000003
2970,2,90,10.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1491.0136000000002
2300,2,126,8.0,0,1,0,0,1,0,0.015873015873015872,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2526.6458000000002
2900,2,140,4.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286.2971
775,2,72,3.0,0,1,0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.7349
800,1,60,0.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,729.8556000000001
2600,4,195,5.0,1,1,0,0,0,0,0.020512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3314.9133
1200,1,50,2.0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,505.48590000000013
700,1,70,6.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103.968
3000,4,165,7.0,1,1,0,0,0,0,0.024242424242424242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647.8325
1950,2,85,0.0,1,1,0,0,0,0,0.023529411764705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.9256000000001
1300,1,75,2.0,1,1,0,0,0,0,0.013333333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525.0203000000001
2600,3,180,4.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667.2323
850,0,55,3.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.7117
2000,2,114,2.0,1,1,0,0,0,0,0.017543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2343.3243
4500,5,500,0.0,1,0,0,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5271.8876
999,3,105,3.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1329.8238000000001
4200,4,330,4.0,1,1,0,0,0,0,0.012121212121212121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4247.6291
2500,3,195,3.0,1,1,0,0,0,0,0.015384615384615385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2258.8758
1580,2,80,7.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770.3944999999999
1800,3,146,8.0,1,1,0,0,0,0,0.02054794520547945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496.8467
800,2,70,0.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.0836
1050,1,70,4.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.7243
1100,0,75,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1155.582
9000,8,450,3.0,1,1,0,0,0,0,0.017777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5856.9325
2000,2,120,2.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048.3606
3000,0,128,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2668.4331
800,0,60,0.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.9067
2160,2,80,4.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1116.9012
1100,2,65,0.0,0,1,0,0,0,0,0.03076923076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.0842000000002
1200,5,110,1.0,1,1,0,0,0,0,0.045454545454545456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809.1941000000002
3500,4,210,3.0,1,1,0,0,0,0,0.01904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3379.4605
3000,3,220,1.0,1,1,0,0,0,0,0.013636363636363636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035.4932
1300,1,60,1.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383.8452000000002
1350,3,103,1.0,1,1,0,0,0,0,0.02912621359223301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1074.6711000000003
3375,2,90,5.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2231.0193
1300,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1084.6870000000001
1000,1,50,2.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1498.2941
700,3,90,3.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174.9818
2000,1,70,1.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1843.9737
8500,4,400,7.0,1,1,0,0,1,0,0.01,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5073.690500000001
1000,1,65,6.0,0,1,0,0,0,0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1806.6602
1000,1,47,2.0,1,1,0,0,0,0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1467.3257
1550,0,120,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1620.108
1400,1,75,2.0,1,1,0,0,0,0,0.013333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1940.7351
3000,2,170,6.0,1,1,0,0,0,0,0.011764705882352941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.0902
900,2,60,1.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,630.7907
2200,2,124,5.0,1,1,0,0,0,0,0.016129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2397.6235
1100,3,115,1.0,1,1,0,0,0,0,0.02608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1342.757
650,1,65,2.0,1,1,0,0,0,0,0.015384615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.7644000000001
2000,2,113,4.0,1,1,0,0,0,0,0.017699115044247787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066.3958000000002
850,1,58,1.0,1,1,0,0,0,0,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.3574000000001
700,1,52,3.0,1,1,0,0,0,0,0.019230769230769232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.7154
1250,2,91,4.0,1,1,0,0,0,0,0.02197802197802198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.452
815,3,65,3.0,1,1,0,0,0,0,0.046153846153846156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.9118000000001
4900,5,300,0.0,1,0,0,1,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3207.3276
5000,7,550,0.0,1,0,0,1,0,0,0.012727272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5788.0276
1900,4,170,1.0,1,1,0,0,0,0,0.023529411764705882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1766.2987000000003
2100,1,82,4.0,1,1,0,0,0,0,0.012195121951219513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746.3890000000001
975,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1084.6870000000001
1000,2,42,1.0,0,1,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.5983000000001
6500,5,420,3.0,1,1,0,0,0,0,0.011904761904761904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099.5569
1300,1,85,6.0,1,1,0,0,0,0,0.011764705882352941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.8611
1400,4,108,6.0,1,1,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2277.6061
2565,1,61,6.0,0,1,0,0,0,0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1765.3690000000001
7500,0,290,8.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4246.6505
1500,0,70,7.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757.9576
1400,2,80,2.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.6575000000003
950,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1084.6870000000001
1000,2,54,4.0,1,1,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,848.5084
3600,3,257,2.0,1,1,0,0,0,0,0.011673151750972763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3819.4847
2160,1,60,3.0,0,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1619.604
1300,2,70,0.0,0,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230.4893000000002
2500,3,120,0.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.2747
1500,2,110,4.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2392.3279
1700,4,168,2.0,1,1,0,0,0,0,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1790.8005
800,2,78,1.0,1,1,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,960.8134
2500,3,130,2.0,1,1,0,0,0,0,0.023076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2508.4891
900,2,75,4.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1065.2872
1400,3,106,3.0,1,1,0,0,0,0,0.02830188679245283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1195.9343000000003
2900,3,160,3.0,1,1,0,0,0,0,0.01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2863.3205
600,2,60,3.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.2978
2500,5,190,1.0,1,1,0,0,0,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2116.967
1600,2,85,4.0,1,1,0,0,0,0,0.023529411764705882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718.5431
3500,3,180,6.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2239.476
2300,0,250,2.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2781.4824000000003
2800,2,188,4.0,1,1,0,0,0,0,0.010638297872340425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3013.1353
3600,3,160,2.0,1,1,0,0,0,0,0.01875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461.2726000000002
3000,5,260,2.0,1,1,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2884.7104000000004
1150,1,77,4.0,1,1,0,0,0,0,0.012987012987012988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635.9607
750,2,101,6.0,1,1,0,0,0,0,0.019801980198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1423.9748000000002
3150,2,75,8.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763.9279000000001
1845,3,130,1.0,1,1,0,0,0,0,0.023076923076923078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1353.3867000000002
1250,2,96,4.0,1,1,0,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.1171
1300,1,95,4.0,1,1,0,0,1,0,0.010526315789473684,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1271.7432000000001
2160,1,71,2.0,1,1,0,0,0,0,0.014084507042253521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.5434
1500,1,77,5.0,1,1,0,0,0,0,0.012987012987012988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2096.8229
950,3,65,0.5,1,1,0,0,0,0,0.046153846153846156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.0433000000002
1600,0,65,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018.0967
995,3,86,2.0,1,1,0,0,0,0,0.03488372093023256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088.5432
3000,0,400,4.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4420.1972000000005
3100,4,442,0.0,1,0,0,1,0,0,0.00904977375565611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4673.1651999999995
2200,2,120,5.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2356.3323
4200,7,300,0.0,1,0,0,1,0,0,0.023333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725.3787
850,1,75,4.0,1,1,0,0,0,0,0.013333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1065.2872
650,1,40,2.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,613.6944000000001
1000,0,70,1.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1843.9737
1350,1,72,3.0,1,1,0,0,0,0,0.013888888888888888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.0136000000002
1250,2,100,4.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841.4083
875,1,50,7.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.6594000000001
1500,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.6870000000001
950,1,60,2.0,0,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.765
970,3,70,8.0,1,1,0,0,0,0,0.04285714285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1050.0505
760,2,36,3.0,0,1,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.142
2400,5,350,0.0,1,0,0,1,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3723.4676000000004
1250,1,52,3.0,1,1,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.5576
800,1,55,1.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.4401
2500,2,120,2.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.5463
3300,3,150,6.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2895.5347
1850,2,120,4.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.6554
1700,3,140,9.0,1,1,0,0,0,0,0.02142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512.0341
2700,3,105,0.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.4326999999998
850,3,82,3.0,1,1,0,0,0,0,0.036585365853658534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092.3994
1240,2,94,2.0,1,1,0,0,0,0,0.02127659574468085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1171.1256
3200,2,220,6.0,1,1,0,0,0,0,0.00909090909090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.4159
3000,2,105,7.0,1,1,0,0,0,0,0.01904761904761905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119.2556000000004
480,1,30,1.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,465.3190000000001
1500,4,150,7.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492.9905
3300,0,150,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2895.5347
3200,0,220,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.4159
2300,2,147,7.0,1,1,0,0,0,0,0.013605442176870748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.9989
1150,2,106,5.0,1,1,0,0,0,0,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1430.4414000000002
900,2,55,0.0,1,1,0,0,0,0,0.03636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,678.2416000000001
1500,3,111,4.0,1,1,0,0,0,0,0.02702702702702703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.9359000000002
1300,2,70,5.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.8485
