Rent,Bedrooms,Sq.Mt,Floor,Outer,Elevator,Penthouse,Cottage,Duplex,Semidetached,Bedrooms / Sq.Mt,Elevator x Penthouse,Bedrooms x Duplex,Outer x Penthouse,Outer x Duplex,District_barajas,District_carabanchel,District_centro,District_chamartin,District_chamberi,District_ciudad lineal,District_fuencarral,District_hortaleza,District_latina,District_moncloa,District_moratalaz,District_puente vallecas,District_retiro,District_salamanca,District_san blas,District_tetuan,District_usera,District_vicalvaro,District_villa de vallecas,Prediction
750,1,35,0.0,0,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.1913000000001
1800,4,230,0.0,1,0,0,1,0,1,0.017391304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2484.7316
1850,3,100,3.0,1,1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2243.9525000000003
1000,0,45,2.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,665.3084000000001
2100,0,100,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2379.3947000000003
850,2,75,6.0,0,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,944.1455000000001
850,1,40,3.0,0,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,447.4053
1250,1,65,1.0,1,1,0,0,0,0,0.015384615384615385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.6681
1800,3,101,3.0,1,1,0,0,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2254.2753000000002
4800,0,189,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837.2617
5990,0,280,17.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286.4285
2250,4,233,3.0,1,1,0,0,0,0,0.017167381974248927,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2506.9299
1750,2,60,4.0,0,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.8509000000001
1600,0,120,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1430.7483000000002
3100,4,200,6.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963.9831000000004
750,1,45,2.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.1506000000002
800,1,50,8.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.8579
2700,7,300,0.0,1,0,0,1,0,1,0.023333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3207.3276
675,2,74,3.0,1,1,0,0,0,0,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1009.8170000000001
4200,4,400,0.0,1,0,0,1,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4239.607600000001
540,0,30,0.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,420.1716
1190,1,72,3.0,1,1,0,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,844.9591
550,1,20,2.0,1,1,0,0,0,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.0806
1300,2,109,3.0,1,1,0,0,0,0,0.01834862385321101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.115
1200,3,120,3.0,1,1,0,0,0,0,0.025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484.6658
1350,2,70,4.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1013.6732000000001
1225,3,107,1.0,1,1,0,0,0,0,0.028037383177570093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1260.1746
1100,3,112,2.0,1,1,0,0,0,0,0.026785714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1356.936
750,2,52,5.0,1,1,0,0,0,0,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,873.0102
1250,1,70,1.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.0732
4500,0,335,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389.5379
1380,2,70,1.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.2821
2000,0,112,7.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132.7009
2900,0,185,8.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3347.1274999999996
750,1,39,1.0,0,1,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.6299000000001
1300,0,35,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.3648
1200,3,110,5.0,1,1,0,0,0,0,0.02727272727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989.7837
2100,2,119,5.0,1,1,0,0,0,0,0.01680672268907563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082.6889
2160,1,72,4.0,1,1,0,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552.3699000000001
3000,4,129,2.0,1,1,0,0,0,0,0.031007751937984496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2498.1663
900,1,40,4.0,0,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.5806000000002
2800,4,194,2.0,1,1,0,0,1,0,0.020618556701030927,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2203.4056
640,1,50,4.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,807.2172000000002
1100,1,60,0.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.9067
2100,3,143,13.0,1,1,0,0,1,0,0.02097902097902098,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2173.5642
700,1,50,0.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.4698000000003
1600,2,80,3.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621.7817
800,3,70,3.0,1,1,0,0,0,0,0.04285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,968.5258
1300,2,143,5.0,1,1,0,0,0,0,0.013986013986013986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812.3850000000002
750,2,70,1.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.231
1150,2,89,2.0,1,1,0,0,0,0,0.02247191011235955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637.5627
1600,3,220,0.0,1,0,0,0,0,0,0.013636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2381.5036
1210,1,65,4.0,1,1,0,0,0,0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,962.0592000000001
5950,4,235,0.0,1,0,0,1,0,0,0.01702127659574468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3317.7173000000003
1550,1,63,0.0,0,1,0,0,0,0,0.015873015873015872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1515.1302
2350,4,171,11.0,1,1,0,0,0,0,0.023391812865497075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890.3588999999997
7900,6,680,0.0,1,0,0,1,0,0,0.008823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7129.9916
800,2,70,1.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,878.231
1400,4,125,2.0,1,1,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1491.1324
900,1,45,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,620.1610000000001
3500,4,450,0.0,1,0,0,1,0,0,0.008888888888888889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4755.7476
2970,2,100,2.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.0903000000003
1950,4,143,1.0,1,1,0,0,0,0,0.027972027972027972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1631.7954000000002
2800,3,171,2.0,1,1,0,0,0,0,0.017543859649122806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.0091
3500,0,120,5.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183.8028000000004
700,3,80,1.0,0,1,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,770.0225
1300,2,90,6.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.4240000000002
800,2,90,0.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.5396
1990,2,126,2.0,1,1,0,0,0,0,0.015873015873015872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110.2974
2160,1,49,11.0,1,1,0,0,0,0,0.02040816326530612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.7684000000002
3375,3,121,2.0,1,1,0,0,0,0,0.024793388429752067,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.6834
1500,3,105,11.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2656.7457
1500,2,50,3.0,0,1,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1516.3760000000002
950,1,52,9.0,1,1,0,0,0,0,0.019230769230769232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571.6509
975,3,108,4.0,1,1,0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1405.9396
1890,1,45,5.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.7785000000001
4500,4,240,1.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3598.8496999999998
850,3,70,2.0,1,1,0,0,0,0,0.04285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,923.3784
1250,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.6870000000001
4500,5,560,0.0,1,0,0,1,0,0,0.008928571428571428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5891.2555999999995
2500,4,160,0.0,1,0,0,1,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1762.1356
1900,4,163,1.0,1,1,0,0,0,0,0.024539877300613498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1838.2514
2500,0,149,7.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.6677
2100,0,100,6.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2379.3947000000003
1700,4,168,2.0,1,1,0,0,0,0,0.023809523809523808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1790.8005
5500,0,270,7.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3731.7265
870,3,80,4.0,1,1,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1116.9012
4750,4,255,3.0,1,1,0,0,0,0,0.01568627450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3843.9865
760,1,70,5.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1058.8206
2500,4,218,3.0,1,1,0,0,0,0,0.01834862385321101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046.3281
800,1,48,5.0,1,1,0,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,831.719
950,2,72,3.0,1,1,0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1954.9141
900,2,70,2.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,923.3784
3500,4,254,3.0,1,1,0,0,0,0,0.015748031496062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3833.6637
2695,1,70,3.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.5769
1050,0,75,4.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1065.2872
2300,4,154,3.0,1,1,0,0,0,0,0.025974025974025976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385.6689
3240,2,100,5.0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2122.8108
950,2,75,6.0,0,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,944.1455000000001
4500,2,140,2.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.8166
1550,3,123,0.0,1,1,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1235.9797
1100,1,70,5.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024.5633
800,1,50,5.0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190.9560000000001
1215,0,35,1.0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.3387
1200,0,70,3.0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.9315000000001
2100,4,320,0.0,1,0,0,1,0,1,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3413.7836
2800,3,130,1.0,1,1,0,0,0,0,0.023076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2463.3417
4200,4,267,2.0,1,1,0,0,0,0,0.0149812734082397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2956.9700000000003
855,2,50,5.0,0,1,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.9281000000001
1300,3,97,4.0,1,1,0,0,0,0,0.030927835051546393,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.4399000000003
1250,2,75,3.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1020.1398
3200,5,240,2.0,1,1,0,0,0,0,0.020833333333333332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2678.2544000000003
850,1,60,3.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,865.2978
1650,3,140,4.0,1,1,0,0,0,0,0.02142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2702.0119
800,2,90,1.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1084.6870000000001
1100,2,80,2.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1026.6064000000001
1750,1,54,0.0,1,1,0,0,0,0,0.018518518518518517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276.761
1250,1,55,1.0,0,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.7947000000001
1300,2,75,2.0,0,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.3981
825,1,50,3.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,762.0698000000001
700,1,55,6.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,949.126
3500,6,425,0.0,1,0,0,1,0,1,0.01411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4497.6776
1155,1,70,1.0,1,1,0,0,0,0,0.014285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.0732
900,2,86,3.0,1,1,0,0,0,0,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1133.6906
2400,3,150,3.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.4009
2400,0,170,3.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000.8058
2900,4,200,0.0,1,0,0,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2030.8353000000004
1100,2,93,3.0,1,1,0,0,0,0,0.021505376344086023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1205.9502
1350,2,88,5.0,1,1,0,0,0,0,0.022727272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2210.3737
1500,1,80,2.0,1,1,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.6343000000002
2750,2,110,24.0,1,1,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2329.5332
1100,0,46,8.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.5435000000002
880,2,70,1.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,734.0187
1900,3,190,1.0,1,1,0,0,0,0,0.015789473684210527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2116.967
1380,2,115,1.0,1,1,0,0,0,0,0.017391304347826087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.7849
1500,3,127,4.0,1,1,0,0,0,0,0.023622047244094488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1457.8605000000002
1100,2,90,2.0,1,1,0,0,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,985.6221000000002
2400,4,120,3.0,1,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2450.4085
1250,1,54,1.0,1,1,0,0,0,0,0.018518518518518517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.9084
1900,4,165,6.0,1,1,0,0,0,0,0.024242424242424242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1940.4217
1500,3,150,3.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1794.3498
1950,3,114,2.0,1,1,0,0,0,0,0.02631578947368421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.4238
750,1,50,1.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,671.7750000000001
800,0,40,5.0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1503.4428
1500,2,160,3.0,1,1,0,0,1,0,0.0125,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1897.5778
1300,2,80,3.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.596
2000,2,120,4.0,1,1,0,0,0,0,0.016666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.6554
3000,3,240,1.0,1,1,0,0,0,0,0.0125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241.9492
1370,1,50,0.5,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1614.944
700,0,46,4.0,1,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,765.926
1600,1,74,4.0,1,1,0,0,0,0,0.013513513513513514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.8066000000001
1000,2,60,4.0,0,1,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.8509000000001
1290,2,87,4.0,0,1,0,0,0,0,0.022988505747126436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.5665000000001
1210,1,89,7.0,1,1,0,0,0,0,0.011235955056179775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1345.2486000000001
1250,2,75,2.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,974.9924000000001
1200,2,91,2.0,1,1,0,0,0,0,0.02197802197802198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748.9994000000002
1350,3,100,2.0,1,1,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1233.0624000000003
1100,2,80,4.0,1,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1116.9012
1500,2,80,2.0,0,1,0,0,0,0,0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365.1978000000001
3300,4,254,2.0,1,1,0,0,0,0,0.015748031496062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3788.5163000000002
650,1,50,3.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,762.0698000000001
1250,2,87,3.0,1,1,0,0,0,0,0.022988505747126436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1925.3851
950,2,70,3.0,1,1,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.5258
1750,4,147,1.0,1,1,0,0,0,0,0.027210884353741496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1673.0866
1000,2,75,6.0,1,1,0,0,0,0,0.02666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1155.582
